,Sentences,Sentiments
1323,"power relations (Willems and Baumert, 2003). Integrated assessment A method of analysis that combines",27
1324,"results and models from the physical, biological, economic and",27
1325,social sciences and the interactions among these components in,27
1326,a consistent framework to evaluate the status and the consequences,27
1327,of environmental change and the policy responses to it. See also,27
1328,Integrated assessment model (IAM). Integrated assessment model (IAM) Models that integrate,27
1329,knowledge from two or more domains into a single framework. They,27
1330,are one of the main tools for undertaking integrated assessments. One class of IAM used in respect of climate change mitigation may,27
1331,"include representations of: multiple sectors of the economy, such as",27
1332,"energy, land use and land use change; interactions between sectors;",27
1333,the economy as a whole; associated greenhouse gas (GHG) emissions,27
1334,and sinks; and reduced representations of the climate system. This,27
1335,"class of model is used to assess linkages between economic, social",27
1336,and technological development and the evolution of the climate,27
1337,system. Another class of IAM additionally includes representations of,27
1338,"the costs associated with climate change impacts, but includes less",27
1339,detailed representations of economic systems. These can be used to,27
1340,assess impacts and mitigation in a cost-benefit framework and have,27
1341,"been used to estimate the social cost of carbon. Integrated response options In this report, integrated",27
1342,response options are those options that simultaneously address,27
1343,more than one land challenge. These can be categorised into options,27
1344,"that rely on a) land management, b) value chain management, and",27
1345,c) risk management. Integrated response options are not mutually,27
1346,exclusive. See also Land challenge. Integrated water resources management (IWRM) A process,27
1347,which promotes the coordinated development and management of,27
1348,"water, land and related resources in order to maximise economic and",27
1349,social welfare in an equitable manner without compromising the,27
1350,sustainability of vital ecosystems. Inter-generational equity See Equity. Internal variability See Climate variability. Irreversibility A perturbed state of a dynamical system is defined,27
1351,as irreversible on a given timescale if the recovery timescale from,27
1352,this state due to natural processes is substantially longer than the,27
1353,time it takes for the system to reach this perturbed state. See also,27
1354,Tipping point. Kyoto Protocol The Kyoto Protocol to the United Nations,27
1355,Framework Convention on Climate Change (UNFCCC) is an,27
1356,"international treaty adopted in December 1997 in Kyoto, Japan, at",27
1357,the Third Session of the Conference of the Parties (COP3) to the,27
1358,"UNFCCC. It contains legally binding commitments, in addition to",27
1359,those included in the UNFCCC. Countries included in Annex B of the,27
1360,Protocol (mostly OECD countries and countries with economies in,27
1361,transition) agreed to reduce their anthropogenic greenhouse gas,27
1362,"(GHG) emissions (carbon dioxide (CO2), methane (CH4), nitrous",27
1363,"oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs),",27
1364,and sulphur hexafluoride (SF6) by at least 5% below 1990 levels,27
1365,in the first commitment period (2008–2012). The Kyoto Protocol,27
1366,entered into force on 16 February 2005 and as of May 2018 had 192,27
1367,Parties (191 States and the European Union). A second commitment,27
1368,"period was agreed in December 2012 at COP18, known as the Doha",27
1369,"Amendment to the Kyoto Protocol, in which a new set of Parties",27
1370,committed to reduce GHG emissions by at least 18% below 1990,27
1371,"levels in the period from 2013 to 2020. However, as of May 2018, the",27
1372,Doha Amendment had not received sufficient ratifications to enter,10
1373,into force. See also Paris Agreement. Land The terrestrial portion of the biosphere that comprises the,27
1374,"natural resources (soil, near surface air, vegetation and other biota,",27
1375,"and water), the ecological processes, topography, and human",27
1376,"settlements and infrastructure that operate within that system (FAO,",27
1377,"; UNCCD, 1994). Land challenges In this report, land challenges refers to landbased",27
1378,"mitigation and adaptation, desertification, land degradation",27
1379,"and food security. Land cover The biophysical coverage of land (e.g., bare soil,",27
1380,"rocks, forests, buildings and roads or lakes). Land cover is often",27
1381,"categorised in broad land-cover classes (e.g., deciduous forest,",27
1382,"coniferous forest, mixed forest, grassland, bare ground). [Note: In",27
1383,"some literature assessed in this report, land cover and land use are",27
1384,"used interchangeably, but the two represent distinct classification",27
1385,"systems. For example, the land cover class woodland can be under",27
1386,"various land uses such as livestock grazing, recreation, conservation,",27
1387,"or wood harvest.] See also Land cover change, and Land-use change. Glossary Annex I",27
