,Source,Content
1972,REDD-2010-3.txt," Actions to strengthen governance arrangements and institutions need to incorporate learning through piloting, adaptive management and knowledge transfer, and focus on progress in key areas such as carbon rights, tenure rights and distribution mechanisms"
1973,REDD-2010-3.txt, REDD-plus oversight body under the auspices of the Conference of the Parties (COP) to the UNFCCC
1974,REDD-2010-3.txt," To ensure viable REDD-plus finance in the long run, a REDEAplus oversight body with technical, financial and administrative responsibilities should be set up under the COP with representation based on United Nations regions"
1975,REDD-2010-3.txt," The United Nations Economic and Social Council’s Nine Major Groups’ structure—as found within the United Nations Forum on Forests and the United Nations Commission on Sustainable Development—can be a model for inclusive stakeholder participation through legitimate representation,
19"
1976,REDD-2010-3.txt, Mandate of the international oversight body and the COP
1977,REDD-2010-3.txt, The REDD- plus oversight body must have the authority to evaluate the eligibility of countries to move from one phase of REDEAplus to the next
1978,REDD-2010-3.txt," The COP could set the priorities, such as caps on the proportion of C02 emissions that Annex I countries may offset,
20"
1979,REDD-2010-3.txt, Cross-sectoral approach for national REDD-plus bodies
1980,REDD-2010-3.txt," National REDD-plus coordination bodies must work across the public and private sectors and have a multi-stakeholder membership,
21"
1981,REDD-2010-3.txt," Building on the experiences of existing certification, monitoring and verification schemes"
1982,REDD-2010-3.txt," REDEAplus mechanisms must build on the experiences gained in the existing voluntary carbon market, particularly with respect to carbon-market accounting, credible standards and certification, At the national level, REDEAplus provisions should make use of existing government regulations and structures and capitalize on existing monitoring and independent third-party verification mechanisms, such as forest certification systems,
22"
1983,REDD-2010-3.txt, Standards for accounting and tax codes based on existing practices
1984,REDD-2010-3.txt, Tax-code and financial-accounting standards for carbon transactions and investments in the public and private sectors should be established and should be compliant with existing practices and institutions
1985,REDD-2010-3.txt," Where existing practices and institutions are inadequate, new mechanisms need to be created"
1986,REDD-2010-3.txt," At the international level, the International Transaction Log2 should be used to help verily transactions"
1987,REDD-2010-3.txt, Structures for dealing with grievances and conflicts
1988,REDD-2010-3.txt, REDD-plus governance structures at both the national and International levels must include independent grievance and conflict-resolution mechanisms
1989,REDD-2010-3.txt, Increased coordination and use of existing instruments
1990,REDD-2010-3.txt," In order to minimize transaction costs, existing forest-based instruments (e g"
1991,REDD-2010-3.txt," forest law enforcement and governance—FLEG—processes, voluntary partnership agreements, UN-REDD, the Forest Investment Program, and the FCPF) should be used in preference to setting up a new global mechanism"
1992,REDD-2010-3.txt, Efforts should be made to strengthen coordination and collaboration between such instruments
1993,REDD-2010-3.txt, Inclusive and accountable forest management through strong partnerships and active participation
1994,REDD-2010-3.txt," REDD-plus must be underpinned by transparent, inclusive and accountable forest management based on local processes"
1995,REDD-2010-3.txt," This demands strong partnerships founded on respect for the rights and active participation of indigenous peoples and local communities, consistent with international obligations and standards such as the United Nations Declaration on the Rights of indigenous peoples and locally defined measures and legal systems"
1996,REDD-2010-3.txt," Of key concern is the clarification and strengthening of tenure, property and carbon rights"
1997,REDD-2010-3.txt, Effective and efficient interventions through multi-stakeholder platforms
1998,REDD-2010-3.txt," Where possible, the engagement of stakeholders should build on the many national experiences of stakeholder involvement in FLEG processes"
1999,REDD-2010-3.txt," Multi-stakeholder platforms in the REDD-plus planning process will not only contribute to equitable participation and representation, they will ensure a more effective process and more efficient interventions"
2000,REDD-2010-3.txt, Multi-stakeholder platforms promote better understanding of the role of each stakeholder group and improved communication between groups and can therefore help to avoid or diminish conflicts
2001,REDD-2010-3.txt,"


Introduction
DIALOGUES ON FRAMEWORKS FOR REDD-PLUS FINANCE AND IMPLEMENTATION
REDD-plusas a global mechanism Is under construction and negotiation at the United Nations Framework Convention on Climate Change (UNFCCC)"
2002,REDD-2010-3.txt," The Copenhagen Accord, a product of the 15th Conference of the Parties (COP) to the UNFCCC, gives prominence to REDFYplus, but because it is not legally binding, all eyes are now on COP 16, which will be held in Mexico City in December 2010, The strength of any new accord that may be produced, and the extent to which Annex I countries will commit to legally binding emissions reductions targets, will determine the potential of a future global REDFYplus mechanism"
2003,REDD-2010-3.txt,"
The successful design and implementation of REDFYplus will depend on a reliable, robust and predictable finance mechanism that is transparent and equitable and enjoys the support of key stakeholder groups"
2004,REDD-2010-3.txt," In 2007 and 2008 The Forests Dialogue (TFD) successfully completed a first stream of dialogues under the theme ""Forests and Climate"" with the participation of 275 forest stakeholders"
2005,REDD-2010-3.txt," This culminated in the publication of the influential document Beyond REDD: The Role of Forests in Climate Change* In the wake of this dialogue stream there were indications of a need among policymakers for more detailed and specific insights into and recommendations for the possible financial architecture of a future REDD-plus mechanism, TFD responded to this need by organizing a set of dialogues specifically dedicated to the financial aspects of a future operational framework for REDFYplus implementation"
2006,REDD-2010-3.txt,"
The four TFD dialogues on frameworks for REDD-plus finance and implementation took place in 20C9 in the run-up to COP 15 in Copenhagen in December 20C9, The dialogues were held on:
25-26 April in New York, United States, parallel toa session of the United Nations Forum on Forests (UNFF)
19-20 July, in Montreux, Switzerland, after board meetings of the Forest Carbon Partnership Facility (FCPF) and the United Nations Collaborative Programme on Reducing Emissions from Deforestation and Forest Degradation in Developing Countries (UN-REDD)

►	5-6	August	in Gland, Switzerland
2-3 September In London, United Kingdom,
Nearly 100 leaders of environmental and social groups, businesses, indigenous peoples, scientific and forest-community groups, trade unions, forest owners, academics, governments and international organizations participated in the dialogues, A list of participants is presented on page 45-46 of this report"
